,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Let It Go Chorus,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,Eb,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,#REF!,,0.0%,,,Let It Go Chorus,,,4,5%,0%,3%,28,#DIV/0!,7,13,13,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Let It Go Chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Flower Dance Verse,F_M7,,,,,,,,G,,,,,,,,E_7,,,,,,,,Am,,,,,,,,F,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,F_M7,,,,,,,,G,,,,,,,,E_7,,,,,,,,Am,,,,,,,,F,,,,,,,,G,,,,,,,,A_(9),,,,,,,,,,,,,,,,Am,O,,,#REF!,,0.0%,,,Flower Dance Verse,,,4,5%,5%,5%,29,#DIV/0!,6,27,27,#DIV/0!,3,#DIV/0!,,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Flower Dance Verse,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower Dance Chorus,Am,,,,,,,,Em_(9),,,,,,,,F,,,,,,,,C,,,,,,,,Dm,,,,,,,,Am,,,,,,,,F,,,,,,,,E_7,,,,E_7/3,,,,Am,,,,,,,,Em,,,,,,,,F,,,,,,,,C,,,,,,,,Dm,,,,,,,,Am,,,,,,,,F,,,,E_7,,,,Am,,,,,,,,Am,,,,#REF!,,3.1%,,,Flower Dance Chorus,,,3,3%,2%,3%,30,#DIV/0!,7,31,30,#DIV/0!,4,#DIV/0!,,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Flower Dance Chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Time to Love,F_M9,,,,,,,,G_2_v46,,,,,,,,Am_7,,,,,,,,C,,,,,,,,F_M9,,,,,,,,G_6,,,,,,,,Am,,,,,,,,C,,,,,,,,F_M9,,,,,,,,G_2_v46,,,,,,,,Am_7,,,,,,,,C,,,,,,,,F_M9,,,,,,,,G_6,,,,,,,,Am,,,,,,,,C,,,,,,,,C,O,,,#REF!,,0.0%,,,Time to Love,,,1,0%,23%,11%,31,#DIV/0!,5,31,31,#DIV/0!,3,#DIV/0!,o,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Time to Love,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Senbonzakura Verse,Am,,,,,,,,,,,,,,,,F,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,F_M7,,,,,,,,G/5,,,,G,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,G_9_s4,,,,G,,,,Am,,,,,,,,,,,,,,,,F_M7,,,,,,,,G/5,,,,G,,,,Am,,,,#REF!,,6.3%,,,Senbonzakura Verse,,,1,0%,4%,2%,32,#DIV/0!,5,23,22,#DIV/0!,4,#DIV/0!,,,,,o,o,o,,,o,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Senbonzakura Verse,,,,,,,,,,,,,,,,,,,,,o,,,,,o,o,,,,,,,,,,,,,,,
Senbonzakura Pre-chorus,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D_7,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,O,,,#REF!,,0.0%,,,Senbonzakura Pre-chorus,,,,5%,3%,4%,33,#DIV/0!,7,17,17,#DIV/0!,3,#DIV/0!,,,,,o,o,o,,,o,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Senbonzakura Pre-chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,o,o,,,,,,,,,,,,,,,
Senbonzakura Chorus,Am,,,,,,,,F_M7,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F_M7,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F_M7,,,,,,,,G,,,,,,,,C,,,,,,,,F,,,,F_M7,,,,Em,,,,,,,,F_M7,,,,G,,,,Am,,,,,,,,Am,,,,#REF!,,0.0%,,,Senbonzakura Chorus,,,2,0%,5%,3%,34,#DIV/0!,6,31,30,#DIV/0!,4,#DIV/0!,,,,,o,o,o,,,o,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Senbonzakura Chorus,,,,,,o,,,,,,,,,,,o,,,,,,,,,o,o,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanic
Verse",C,,,,,,,,,,,,,,,,G_s4,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,G_v46,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,G_s4,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,G,,,,C,,,,#REF!,,0.0%,,,"Titanic
Verse",,,2,0%,14%,7%,35,#DIV/0!,4,18,18,#DIV/0!,3,#DIV/0!,o,,,,o,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,"Titanic
Verse",,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titanic Chorus,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,C,O,,,#REF!,,0.0%,,,Titanic Chorus,,,1,0%,6%,3%,36,#DIV/0!,4,15,15,#DIV/0!,2,#DIV/0!,,,,,o,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Titanic Chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
The Way to School Verse,C,,,,,,,,G_7/5,,,,,,,,C/3,,,,,,,,C,,,,,,,,F,,,,,,,,C/3,,,,,,,,Dm_7,,,,,,,,G,,,,G_7/7,,,,Em,,,,,,,,Am,,,,,,,,Dm_7,,C/3,,F,,,,G,,,,G_7/7,,,,Em,,,,Em,,,,Am,,,,Am,,,,D_s4,,,,D_7,,,,G_9_s4,,,,G,,,,C,,,,#REF!,,26.6%,,,The Way to School Verse,,,4,1%,7%,4%,37,#DIV/0!,9,29,25,#DIV/0!,3,#DIV/0!,,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,The Way to School Verse,,,,,,,,,,o,o,o,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,
The Way to School Chorus 1,C,,,,,,,,,,,,,,,,G_7/5,,,,,,,,,,,,,,,,C/3,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D_7/3,,,,,,,,,,,,,,,,G_v46,,,,,,,,Am_7,,,,,,,,D_9_s4,,,,,,,,D_7,,,,,,,,G_s4,,,,,,,,G,,,,,,,,C,,,,#REF!,,37.5%,,,The Way to School Chorus 1,,,,5%,15%,10%,38,#DIV/0!,7,21,21,#DIV/0!,3,#DIV/0!,o,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,v,,,,,0,,The Way to School Chorus 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
The Way to School Chorus 2,C,,,,,,,,,,,,,,,,G_7/5,,,,,,,,,,,,,,,,C/3,,,,,,,,,,,,C_7/3,,,,F,,,,,,,,,,,,,,,,D_7/3,,,,,,,,,,,,,,,,G_v46,,,,,,,,Am_7,,,,,,,,Dm_9_s4,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,#REF!,,37.5%,,,The Way to School Chorus 2,,,,3%,13%,8%,39,#DIV/0!,8,20,20,#DIV/0!,3,#DIV/0!,o,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,v,,,,,0,,The Way to School Chorus 2,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Verse 1,Am,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,G,,,,,,,,F_M9,,,,F_M7,,,,Em,,,,,,,,Am_7,,,,Am,,,,D_9,,,,,,,,F_M7,,,,F_6,,,,G_9_s4,,,,,,,,G,,,,,,,,Am,,,,#REF!,,0.0%,,,Summer Verse 1,,,,1%,10%,6%,40,#DIV/0!,7,31,28,#DIV/0!,3,#DIV/0!,o,,,,,,,,,m,,,,,,,,,,#DIV/0!,,,,,,,,0,,Summer Verse 1,,,,,,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Verse 2,Am,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,G,,,,,,,,F_M9,,,,F_M7,,,,Em,,,,,,,,Am_7,,,,Am,,,,D_9,,,,,,,,G_13,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,#REF!,,0.0%,,,Summer Verse 2,,,,1%,8%,4%,41,#DIV/0!,7,29,27,#DIV/0!,3,#DIV/0!,o,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Summer Verse 2,,,,,,o,,o,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Pre-chorus,C_2,,,,,,,,G_7_s4/5,,,,,,,,C_2/3,,,,,,,,F_6,,,C/3,,,G_7_s4/5,,C_2,,,,,,,,G_7_s4/5,,,,,,,,C_2/3,,,,,,,,F_6,,,C/3,,,G_7_s4/5,,F_2_(11),,,,,,,,C_7_s4/5,,,,,,,,F_2_(11)/3,,,,,,,,Bb_6,,,F_(11)/3,,,C_7_s4/5,,F_2_(11),,,,,,,,C_7_s4/5,,,,,,,,F_2_(11)/3,,,,,,,,Bb_6,,,F_(11)/3,,,C_7_s4/5,,C,,,,#REF!,,65.6%,,,Summer Pre-chorus,,,,10%,24%,17%,42,#DIV/0!,5,31,31,#DIV/0!,3,#DIV/0!,,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,o,,,,,0,,Summer Pre-chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Granzort Verse 1,C,,,,,,,,,,,,,,,,D_7/7,,,,,,,,,,,,,,,,Dm_7/7,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Bb,,,,,,,,,,,,,,,,F_(11)/3,,,,,,,,,,,,,,,,Ab,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,#REF!,,37.5%,,,Granzort Verse 1,,,,15%,5%,10%,43,#DIV/0!,8,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,o,Granzort Verse 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Granzort Verse 2,C,,,,,,,,,,,,,,,,D_7/7,,,,,,,,,,,,,,,,Dm_7/7,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Bb,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Db,,,,,,,,Eb_(7),,,,,,,,F_(11),,,,,,,,,,,,,,,,C,,,,#REF!,,25.0%,,,Granzort Verse 2,,,,18%,5%,11%,44,#DIV/0!,8,17,17,#DIV/0!,3,#DIV/0!,,,,,,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,o,Granzort Verse 2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Don't worry Verse,C,,,,,,,,G/3,,,,,,,,Am,,,,,,,,C/5,,,,,,,,F_M7,,,,,,,,G,,,,,,,,C_s4,,,,,,,,C,,,,G,,,,C,,,,,,,,G/3,,,,,,,,Am,,,,,,,,Em,,,,,,,,F_M7,,,,,,,,G_6,,,,,,,,C_s4,,,,,,,,C,,,,,,,,C,,,,#REF!,,18.8%,,,Don't worry Verse,,,2,0%,6%,3%,45,#DIV/0!,8,31,31,#DIV/0!,3,#DIV/0!,o,,,,o,,,,o,v,,,,,,,,,,#DIV/0!,,,,,o,,,0,,Don't worry Verse,o,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Room Verse,C,,,,,,,,,,,,,,,,E_7/5,,,,,,,,,,,,,,,,Am,,,,,,,,C/5,,,,,,,,F,,,,,,,,,,,,C/3,,,,Dm,,,,,,,,G,,,,G_7/7,,,,Ehdim,,,,,,,,A_7,,,,,,,,Dm_7,,,,,,,,Dm_7/7,,,,Dm_7/7,,,,G_9_s4,,,,,,,,G,,,,,,,,C,,,,#REF!,,31.3%,,,Emergency Room Verse,,,4,8%,12%,10%,46,#DIV/0!,11,25,24,#DIV/0!,3,#DIV/0!,,,,,o,,,,o,v,,o,,,,,,,,#DIV/0!,,,v,,o,,,0,,Emergency Room Verse,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Room Pre-chorus,F,,,,,,,,Fm_6,,,,,,,,C,,,,,,,,,,,,,,,,Bhdim,,,,,,,,E_7,,,,,,,,Am,,,,,,,,Gm_7,,,,C_7,,,,F_M9,,,,,,,,Fm_6_(11),,,,Fm_6_(11),,,,Ehdim,,,,,,,,A_7,,,,,,,,Dm_7,,,,,,,,Dm_7/7,,,,,,,,G_9_s4,,,,G_9_s4,,,,G,,,,G,,,,C,O,,,#REF!,,6.3%,,,Emergency Room Pre-chorus,,,4,11%,18%,14%,47,#DIV/0!,12,26,25,#DIV/0!,4,#DIV/0!,o,,,,o,,,,o,m,,o,,,,,,,,#DIV/0!,,,v,,o,,,0,,Emergency Room Pre-chorus,,,,,o,,,,,,o,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Room Chorus,C,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,F,,,,,,,,Fm_6,,,,,,,,C,,,,,,,,Gm_11/3,,,,C_7/7,,,,F,,,,,,,,Fm_6,,,,,,,,C/5,,,,,,,,F#hdim,,,,,,,,F,,,,F_6,,,,C/3,,,,,,,,Dm_7,,,,,,,,G_s4,,,,G,,,,C,,,,#REF!,,18.8%,,,Emergency Room Chorus,,,3,5%,11%,8%,48,#DIV/0!,11,27,25,#DIV/0!,3,#DIV/0!,o,,,,o,,,,o,v,,o,,,,,,,,#DIV/0!,,,v,,o,,,0,,Emergency Room Chorus,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,
Under The Bridge Verse,C,,,,,,G,,,,,,,,,,Am,,,,,,Em,,,,F,,,,,,C,,,,,,G,,,,,,,,,,Am,,,,,,F,,,,,,,,,,C,,,,,,G,,,,,,,,,,Am,,,,,,Em,,,,F,,,,,,C,,,,,,,,G,,,,,,,,Am,,,,,,F,,,,,,,,,,C,,,,#REF!,,0.0%,,,Under The Bridge Verse,RHCP,,2,0%,0%,0%,49,#DIV/0!,4,17,17,#DIV/0!,3,#DIV/0!,,,,,,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Under The Bridge Verse,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
A Day in the Life Verse,C,,,,,,,,Em/5,,,,,,,,Am_7,,,,,,,,,,,,Am_7/5,,,,F,,,,,,,,F_M7/7,,,,,,,,Dm_s2,,,,,,,,Dm_s2/5,,,,G/3,,,,C,,,,,,,,Em,,,,,,,,Am_7,,,,,,,,,,,,Am_7/5,,,,F,,,,,,,,Bb,,,,,,,,Am,,,,,,,,F,,,,,,G,,C,,,,#REF!,,25.0%,,,A Day in the Life Verse,Beatles,,3,1%,8%,5%,50,#DIV/0!,9,29,29,#DIV/0!,3,#DIV/0!,,,,,o,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,A Day in the Life Verse,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Concierto de Aranjuez Verse,Am,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E_b9_s4,,,,,,,,E_#9,,,,,,,,E_b9,,,,,,,,E_7,,,,,,,,Am,,,,#REF!,,0.0%,,,Concierto de Aranjuez Verse,,X,,5%,10%,8%,51,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Concierto de Aranjuez Verse,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Prelude no 1 in C major Intro,C,,,,,,,,,,,,,,,,Dm_7/7,,,,,,,,,,,,,,,,G_7/3,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am/3,,,,,,,,,,,,,,,,D_7/7,,,,,,,,,,,,,,,,G/3,,,,,,,,,,,,,,,,C_M7/7,,,,,,,,,,,,,,,,C,,,,#REF!,,75.0%,,,Prelude no 1 in C major Intro,Bach,,4,3%,10%,6%,52,#DIV/0!,7,15,15,#DIV/0!,2,#DIV/0!,o,,,,,,,,,v,o,,,,,,,,,#DIV/0!,,,,,,,,0,,Prelude no 1 in C major Intro,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
"Joyful, Joyful We Adore Thee",C,,,,,,,,C_2_s4,,,,C,,,,G,,,,G_7,,,,G_v46,,,,G_7/7,,,,C/3,,,,,,,,G/5,,,,C,,,,G_v46,,,,,,,,G_7,,,,,,,,C,,,,,,,,C_2_s4,,,,C_7,,,,C_7,,,,Dm,,,,Am/5,,,,F_s6,,,,C/3,,,,C,,,,G_7,,,,G_v46,,,,G_7,,,,,,,,C,,,,,,,,C,,,,#REF!,,18.8%,,,"Joyful, Joyful We Adore Thee",,,,1%,14%,8%,53,#DIV/0!,8,30,23,#DIV/0!,4,#DIV/0!,,,,,,,,,,o,o,,,,,,,,,#DIV/0!,,,v,,,,,0,,"Joyful, Joyful We Adore Thee",,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Concierto de Aranjuez Chorus,F,,,,,,,,,,,,,,,,F_M7,,,,,,,,F_6,,,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,C_M7/3,,,,,,,,Dm,,,,,,,,,,,,,,,,Dm_7,,,,,,,,Dm_6,,,,,,,,C_6,,,,,,,,E_s4,,,,,,,,E_b9,,,,,,,,E_7,,,,,,,,Am,O,,,#REF!,,6.3%,,,Concierto de Aranjuez Chorus,,,4,4%,13%,8%,54,#DIV/0!,6,23,23,#DIV/0!,3,#DIV/0!,,,,,,,,,,o,o,,,,,,,,,#DIV/0!,,,v,,,,,0,,Concierto de Aranjuez Chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Air on the G String Verse,C,,,,,,,,C_M7/7,,,,,,,,Am,,,,,,,,Am_7/7,,,,,,,,F_M7,,,,,,,,D_7/3,,,,,,,,G,,,,,,,,G_7/7,,,,,,,,Ehdim,,,,,,,,Ehdim/7,,,,,,,,A_7/3,,,,,,,,A_7,,,,,,,,Dm,,,,,,,,Dm_7/7,,,,,,,,G/3,,,,,,,,G_7,,,,,,,,C,,,,#REF!,,50.0%,,,Air on the G String Verse,,,,11%,14%,13%,55,#DIV/0!,11,31,31,#DIV/0!,3,#DIV/0!,o,,,,,,,,,m,o,,,,,,,,,#DIV/0!,,,v,,,,,0,,Air on the G String Verse,,,,,,o,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Soul,F,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F,,,,,,,,G_v46,,,,G_7,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,Am,,,,,,,,F,,,,,,,,G,,,,,,,,Am_7,,,,,,,,,,,,,,,,Am,O,,,#REF!,,0.0%,,,My Soul,July,,1,0%,4%,2%,56,#DIV/0!,5,27,26,#DIV/0!,3,#DIV/0!,,,,,,,,,,o,,,,,,,,,o,#DIV/0!,,,,,,,,0,,My Soul,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Way,C,,,,,,,,,,,,,,,,Em_7/5,,,,,,,,,,,,,,,,Ehdim/3,,,,,,,,,,,,,,,,A_7_s4,,,,,,,,A_7,,,,,,,,Dm,,,,,,,,,,,,,,,,Dm_7/7,,,,,,,,,,,,,,,,G_7/3,,,,,,,,,,,,G_7,,,,C,,,,,,,,,,,,C/5,,,,C,,,,#REF!,,50.0%,,,My Way,,,,10%,14%,12%,57,#DIV/0!,8,19,19,#DIV/0!,3,#DIV/0!,o,,,o,o,,,,,m,,,,,,,,,,#DIV/0!,,,v,,,,,0,,My Way,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
It's going to be the special,C,,,,,,,,G,,,,,,,,Am,,,,,,,,F,,,,,,,,C,,,,,,,,Em_7,,,,,,,,F,,,,,,,,G,,,,,,,,C,,,,,,,,G,,,,,,,,Am,,,,,,,,F,,,,,,,,G_v46,,,,,,,,G,,,,,,,,Dm_7/7,,,,C,,,,,,,,,,,,C,,,,#REF!,,3.1%,,,It's going to be the special,,,4,0%,4%,2%,58,#DIV/0!,7,30,30,#DIV/0!,3,#DIV/0!,o,,,,,,,,,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,It's going to be the special,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the beauty of the earth vesre ,C,,,,,,,,C_M7_s2,,,,,,,,F/5,,,,,,,,C,,,,,,,,C,,,,C_M7,,,,F/5,,,,,,,,G_v46,,,,G,,,,,,,,G_7,,,,Am,,,,,,,,Am_7/7,,,,,,,,Dm_7,,,,,,,,Dm_7/7,,,,,,,,G_7,,,,,,,,G_7/7,,,,,,,,C/3,,,,,,,,Dm_7,,,,G_7,,,,C,,,,#REF!,,37.5%,,,For the beauty of the earth vesre ,,,2,0%,13%,6%,59,#DIV/0!,7,31,29,#DIV/0!,4,#DIV/0!,o,,,,o,,,,,o,o,,,,,,,,,#DIV/0!,,,,,,,,0,,For the beauty of the earth vesre ,,,,,,,,,,,,o,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,
Laskar Pelangi Verse 1,C,,,,,,,,,,,,,,,,F_6,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,,,,F_6,,,,,,,,F_M13,,,,,,,,Em,,,,,,,,,,,,,,,,Fm,,,,,,,,Fm_6,,,,,,,,Em,,,,,,,,,,,,,,,,Fm,,,,,,,,Fm_6,,,,,,,,C,,,,#REF!,,0.0%,,,Laskar Pelangi Verse 1,,,4,5%,8%,6%,60,#DIV/0!,5,23,23,#DIV/0!,2,#DIV/0!,o,,,o,o,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Laskar Pelangi Verse 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Laskar Pelangi Pre-Chorus,C,,,,,,,,,,,,,,,,F_6,,,,,,,,,,,,F,,,,Em,,,,,,,,,,,,,,,,F,,,,,,,,G,,,,,,,,Am_7,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,#REF!,,0.0%,,,Laskar Pelangi Pre-Chorus,,,2,0%,4%,2%,61,#DIV/0!,6,18,18,#DIV/0!,3,#DIV/0!,,,,o,o,,,,o,o,,,,,,,,,,#DIV/0!,,,,,,,,0,,Laskar Pelangi Pre-Chorus,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
